course_name,announcement_title,author,posted_at,body_text,classification,location,item_urls,extracted_title,start_time,end_time,reviewed_row_id,source_row,source_group_id,split_item_number,dataset_split,row_origin,parent_row_id,paraphrase_method,review_note
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,Reminders + Ethics Assignment update,Tiffany Juarez,45583.94236111111,"You'll find that if you've followed the ID-82086332012E0D9C and reviewed the videos, this reflection shouldn't take you too long to complete.
 2) The QVR469 Ethics Assignment is now posted . We have extended the deadline for submission to November 4th hg 97:ID-3B130FA7DB89CCA8 for this assignment. The assignment is located here . If it helps, we've also made a video overview of this material located here ( https://resource-aa8724a6d3696042.example.edu/p91dc7323 ). Note that all parts of this assignment are due by the same deadline. This assignment is likely going to take a bit longer than the personal reflection, so please allocate your time accordingly. It helps if you read through the ""PEO Code of Ethics"" slide in the ""Ethics and Professionalism"" week of this ID-C72B665F897643CE - you'll need it for this assignment.
 ID-493BD7E0444E440F? Ask us and we'll do our best glen rios henderson. Thanks colleen! You can do it!
 --Professor Juarez, on behalf of the QVR469 teaching team.
PS - do you remember what PEO stands for? Poly(ethylene oxide)? Well technically you'd be right, but for this ID-C72B665F897643CE, we're referring to the Professional Engineers of ID-5722647E2DBC21F8. Nice try though. Oh, and here's a link to that ID-A688468EAFD5918E membership program I was talking about in ID-A58ECBA3CB070DDA if you're interested. Thanks! :)",deadline,,https://resource-aa8724a6d3696042.example.edu/p91dc7323,QVR469 Ethics Assignment Released,,2024-11-04 23:59,R0011,12,a3cc8e3f818da20f,1,train,reviewed_real,,,"Replaced the extension sentence ID-6F07CECD2B398573 the assignment name. [ID-E806BFE72170DFAD-07-11 re-audit] Applied the user's reviewed title. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,Week 8: ID-A58ECBA3CB070DDA #7 - ID-196FE1656F0B545E Considerations in ID-30CA1819BF914F24 (Education),Debra Lutz,45583.808333333334,"ID-A58ECBA3CB070DDA #7: ID-5FCA4B548F7EE392 Constructions in ID-30CA1819BF914F24 (Education):
 ID-30CA1819BF914F24 ID-58D15EDA1C3A6CE1 impact people. It both exerts and is influenced by various ID-5FCA4B548F7EE392 values and considerations. In this ID-A58ECBA3CB070DDA, Andrew. Everett will be reviewing different ID-5FCA4B548F7EE392 terminology (such as ID-C121A1669614318C, diversity and inclusion) and how these values/ideas guide our approach to ID-30CA1819BF914F24 and ID-30CA1819BF914F24 education.
 Tutorial #6: Thriving, Wellness & Stress Management (Oct. 21- 25)
 This tutorial will reinforce resources and strategies for wellness introduced in ID-A58ECBA3CB070DDA ( Week 6: ID-A58ECBA3CB070DDA #5 - Maintaining your ID-433A517927D1969A and Well-Being ) and your TAs will share tools, tips, and strategies that they have found effective to help them manage their stress and optimize their wellbeing.",event,,,"Tutorial 6: Thriving, Wellness & Stress Management",2024-10-21 00:00 (time inferred),2024-10-25 23:59 (time inferred),R0012,13,7d48031002e9a8ac,1,train,reviewed_real,,,"Restored the complete tutorial title; the existing title was truncated at the period in Oct. [ID-E806BFE72170DFAD-07-11 re-audit] Notice start_time set to Venue-1C8DA09F18 posted_at; end_time left blank per the user's rule. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,Week 8: ID-A58ECBA3CB070DDA #7 - ID-196FE1656F0B545E Considerations in ID-30CA1819BF914F24 (Education),Debra Lutz,45583.808333333334,"We know that you are currently in the midst of the busiest part of the term, and it is so important to not to neglect yourself! Eating and sleeping well, ID-F74CAE254C9409E0 your batteries through ID-5FCA4B548F7EE392 time & rest, and improving your concentration and ID-BE927ECA5899A970 ID-6F07CECD2B398573 exercise are all important to your overall wellbeing and help you to thrive.
 Ethics Assignment Release: The Ethics Assignment details will be released today. Please note the deadline has been extended to Monday, November 4th, 11:59 PM.",deadline,,,QVR469 Ethics Assignment,,2024-11-04 23:59,R0013,14,7d48031002e9a8ac,1,train,reviewed_real,,,"Replaced the deadline sentence ID-6F07CECD2B398573 a concise assignment title. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,UPDATE: Ethics ID-C0D8F4C79782AA52 Study Assignment,Sonia Foster Reid,45582.76666666667,"Hello QVR469,
 The teaching team has experienced a delay in updating christine rosario's Ethics ID-C0D8F4C79782AA52 Study assignment.
 As a consequence, we are extending the deadline for this assignment nh 50:59 PM on Monday, November 4th, ID-7C2B7C7CAFB339AE .",deadline,,,QVR469 Ethics Assignment,,2024-11-04 23:59,R0014,15,e62bb08cb7f3b2e0,1,train,reviewed_real,,,"Replaced the extension sentence ID-6F07CECD2B398573 a concise assignment title. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,UPDATE: Ethics ID-C0D8F4C79782AA52 Study Assignment,Sonia Foster Reid,45582.76666666667,"This assignment, ID-6F07CECD2B398573 ID-82086332012E0D9C, will be released by the end of the day ID-AD65F14502DE06F2 (Oct. ID-69D6128F5D98B595).
 Of note, you will not receive a response to your email if you sent a message to the 'qvr469' address regarding this concern.
 Jacqueline. Foster, on behalf of the Instructional Team",notice,,,QVR469 Ethics Assignment Release,2024-10-17 18:24,,R0015,16,e62bb08cb7f3b2e0,1,train,reviewed_real,,,"Restored a complete, concise title; the existing title was truncated at Oct. [ID-E806BFE72170DFAD-07-11 re-audit] Notice start_time set to Venue-1C8DA09F18 posted_at; end_time left blank per the user's rule. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,Week 7:  Happy Thankspatty!  ID-2632F815C018A326 ID-A58ECBA3CB070DDA videos but no tutorials.,Debra Lutz,45576.90972222222,"On Monday, October ID-A6B380B33AAC8F9C, the ID-B32B8FE7AD41555A will be closed to observe the holiday of Thankspatty. If you don't typically celebrate this holiday, you can learn more about this long standing ID-30EEE8D2DFF7F393 feasting holiday here.
 Due to the holiday and ID-B32B8FE7AD41555A closure on Monday, we will not have in person lectures or tutorials this week - rather, there is ID-17D04602963B453F posted ID-2632F815C018A326 charlotte dickerson to review.",notice,,,Thankspatty Reed lawson Reed ID-478B4595BE153D3E,2024-10-11 21:50,,R0016,17,56352538d5c9e6c3,1,train,reviewed_real,,,"A ID-B32B8FE7AD41555A closure is a dated notice, not a submission deadline; moved the date to start_time. [ID-E806BFE72170DFAD-07-11 re-audit] Applied the user's reviewed title. Notice start_time set to Venue-1C8DA09F18 posted_at; end_time left blank per the user's rule. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,Week 7:  Happy Thankspatty!  ID-2632F815C018A326 ID-A58ECBA3CB070DDA videos but no tutorials.,Debra Lutz,45576.90972222222,"All students are asked to review the ID-17D04602963B453F for Week 7 on the QVR469 ID-C72B665F897643CE Website. Please first play the introduction video ( https://resource-cdbcefbf56c5a8bd.example.edu/p0c45bb7d ). Keep in mind that there is a written component to this week's ID-17D04602963B453F, and that is located on the Week 7 section of the ID-C72B665F897643CE website - the submission is due no later than Sunday Oct. ID-920A3CF1B6469E57 hg 97:ID-3B130FA7DB89CCA8.",deadline,,https://resource-cdbcefbf56c5a8bd.example.edu/p0c45bb7d,Week 7 ID-17D04602963B453F and Reflection Submission,,2024-10-20 23:59,R0017,18,56352538d5c9e6c3,1,train,reviewed_real,,,"Added the missing deliverable title and removed the inference marker because 11:59 pm is explicit. [ID-E806BFE72170DFAD-07-11 re-audit] Applied the user's reviewed title. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,Someone left their phone in the tutorial room,Shawna Walsh,45573.74722222222,I have it ID-6F07CECD2B398573 me and am still in Westmere.,not related,,,,,,R0018,19,5dc2708cbb7cb7c0,1,train,reviewed_real,,,"Reviewed; existing target fields retained. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,Week 6: Maintaining your ID-433A517927D1969A & Well-Being & Considering ID-30CA1819BF914F24 Codes of Ethics,Debra Lutz,45569.854166666664,"ID-A58ECBA3CB070DDA #5: Maintaining your ID-433A517927D1969A & Well-Being
 Engineers (and ID-30CA1819BF914F24 Students) are people who need to be able to maintain good Venue-5285266D8E (both physical and ID-97414BDC6DAB599D) in order to perform optimally. Next ID-884D6E314D1D8C45, Andrew. Everett will be joined by both members of the U of T ID-A688468EAFD5918E Life Venue-5285266D8E Promotions Team as well as Kiara Guerrero, the Faculty's ID-A688468EAFD5918E & Community Wellness Coordinator. The ID-884D6E314D1D8C45 will delve into why it is important to discuss Venue-5285266D8E within ID-30CA1819BF914F24 education and to highlight some of the key resources and supports that exist at the ID-B32B8FE7AD41555A of Venue-1C8DA09F18 to support your wellbeing
 In ID-884D6E314D1D8C45 worksheet submission: As in the past few weeks, there will be a ID-A3B978B4FE33287F worksheet charlotte dickerson to submit at the end of ID-A58ECBA3CB070DDA via a Quercus Adam. The worksheet is designed to be completed throughout the ID-A58ECBA3CB070DDA. You will have 5-10 minutes at the end of ID-A58ECBA3CB070DDA to take a picture and upload.
 Tutorial #5: Considering Codes of Ethics
 As a continuation of your Ethics & Professionalism ID-A58ECBA3CB070DDA ID-67449CF44F7EA03C week 5, your TA will be facilitating an exploration into the PEO and IEEE Codes of Ethics. You will also be considering a statement ID-67449CF44F7EA03C the PEO Code of Ethics, and what it means for engineers to have a duty to society, employers, and clients, and what it means to consider the duty to ID-2E3136E9ECA5EC29 welfare as paramount.",not related,,,,,,R0019,20,a9fd84aa366c711e,1,test,reviewed_real,,,"Reviewed; existing target fields retained. [v1.0] Assigned to test by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,Time Management Grades,Shawna Walsh,45565.63958333333,"Hi all,
 I wanted to clarify that I am not the marking TA for your assignments. I’ve received a few inquiries regarding grades, and while we can certainly discuss any concerns during ID-AD65F14502DE06F2’s tutorial, please note that I am not authorized to make any changes to the grades.
 I look forward to seeing you in the tutorial.
 Best,
Shawna",not related,,,,,,R0020,21,9e7550a4beb0c9b0,1,train,reviewed_real,,,"Reviewed; existing target fields retained. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,"Week 5: ID-A58ECBA3CB070DDA - Ethics and Professionalism, Tutorial - Tests & Problem Solving, Grades Release for TM 1",Debra Lutz,45559.79791666667,"ID-A58ECBA3CB070DDA: Professors Tiffany Juarez and Albert Villegas will be hosting the QVR469 lectures for next week (Sept. ID-ED63F4E2D9C9EACD to Oct. 4th). They will be discussing Ethics and Professionalism, and the role of ID-30CA1819BF914F24 Licensure via the Professional Engineers of ID-5722647E2DBC21F8 (PEO). As part of this required ID-A58ECBA3CB070DDA, they will also introduce the PEO ID-A688468EAFD5918E ID-5B6F2148F7C808C0 Program for employment skills preparation, and the ID-445EB12B5AB67069 between ID-30CA1819BF914F24 education and practice. Students may view the optional video ID-CEF7ECF12927ABA2 Jacqueline. Villegas prior to ID-884D6E314D1D8C45 at: https://resource-f3e66013ae8d9f5d.example.edu/p329e5339?k1=7d0e067ff0
 Tutorial: This tutorial is about preparing effectively for major assessments, such as midterms and exams. This week, all first year students will begin writing midterms. It is necessary for success to start ID-EF7C0DDA20025A4A about what actions constitute effective studying (or more aptly, test review), and how you can approach problems by identifying key concepts.",notice,,https://resource-f3e66013ae8d9f5d.example.edu/p329e5339?k1=7d0e067ff0,"Week 5: Ethics, Professionalism, and Test Preparation",2024-09-24 19:09,,R0021,22,b5900b3124453694,1,train,reviewed_real,,,"Replaced the truncated sentence ID-6F07CECD2B398573 the ID-A58ECBA3CB070DDA ID-BEFB4E0F8E9846EF. [ID-E806BFE72170DFAD-07-11 re-audit] Applied the user's reviewed title and retained notice classification. Notice start_time set to Venue-1C8DA09F18 posted_at; end_time left blank per the user's rule. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,"Week 5: ID-A58ECBA3CB070DDA - Ethics and Professionalism, Tutorial - Tests & Problem Solving, Grades Release for TM 1",Debra Lutz,45559.79791666667,"Time Management Part 2: is Due this Sunday, ID-7A0B1043FF98B5CA ID-FDF74F0024802549, mf 76:59 pm.",deadline,,,Time Management Part 2 Deadline,,2024-09-29 23:59,R0022,23,b5900b3124453694,1,train,reviewed_real,,,"The body contains three distinct deliverable milestones, not one deadline. [ID-E806BFE72170DFAD-07-11 re-audit] Applied the user's reviewed title. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
QVR469I7 F JPW9275 20249:Orientation to ID-30CA1819BF914F24,"Week 5: ID-A58ECBA3CB070DDA - Ethics and Professionalism, Tutorial - Tests & Problem Solving, Grades Release for TM 1",Debra Lutz,45559.79791666667,"Academic Integrity Module: a first attempt must be completed by Sunday, ID-7A0B1043FF98B5CA ID-FDF74F0024802549, mf 76:59 PM.",deadline,,,Academic Integrity Module Reminder,,2024-09-29 23:59,R0023,23,b5900b3124453694,2,train,reviewed_real,,,"The body contains three distinct deliverable milestones, not one deadline. [ID-E806BFE72170DFAD-07-11 re-audit] Applied the user's reviewed title to the ID-7A0B1043FF98B5CA 29 first-attempt deadline. Restored item-specific source context and removed multi-item target ambiguity. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
